,tweet_id,tweet_id.1,line,scatter,bar,heat_map,box,bubble,sankey,chord,radial,area,donut,geo_map,tree_map,pie,stream_graph,hexabin,graph,parallel_coordinate,sunburst,waffle,voronoi,word_cloud,contour,filled_line,infograph,other,no_vis,article_img,retweets,replies,likes,quotes,has_viz,user,text,date,viz_type,total_interac
10,1233016215972478983,11,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,alicesim,@WHO_Europe situation today. With one new imported case close to home in Geneva! #COVID19 https://t.co/Lvqa2y56bp,2/27/20 13:09,Line,3
11,1292273990858407941,12,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,0,0,0,1,alicesim,"RT @WHO: 😷 How to wear a non-medical fabric mask safely: Do’s 

More: https://t.co/4odGgqxAKP 

#COVID19 #WearAMask https://t.co/hY3DolXCQ1",8/9/20 1:38,Line,465
12,1419031369699627009,13,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1899,0,0,0,1,amymaxmen,"RT @ashishkjha: The spread of COVID in the US

July 8 vs July 24 https://t.co/BeOAvXoSjv",7/24/21 20:26,Line,1899
13,1442616996172992515,14,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,66,2,1,amymaxmen,"Is there any chance of Covid testing requirements for interstate plane travel? 

Strange to only require it for travelers coming to the US from abroad, from countries with lower Covid rates. https://t.co/RYthE6qbka",9/27/21 22:27,Line,79
14,1484584326670872577,15,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,48,2,1,amymaxmen,"*NEW* Report @CDCMMWR comparing boosted, vaxxed and unvaxxed cases &amp; deaths.

Attn: Tucker Carlson
Re: Vaccines work

 🧵
-Oct-Nov (Delta) unvaxxed have 14x higher risk of Covid &amp; 52x higher risk of death vs vax+boosted; 4x risk of Covid / 13x risk of death vs vaxxed not boosted https://t.co/AxTXWgCdvT",1/21/22 17:51,Other,77
15,1504874174220701702,16,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,75,10,1,amymaxmen,"*NEW* troubling report @CDCMMWR : The gap between Covid hospitalizations among Black v white people is wider than ever before.🧵

-During Omicron surge, Black adults were hospitalized with Covid at 4 TIMES the rate as white adults. Besides death, consider the toll of long Covid. https://t.co/tRCQcP0xSl",3/18/22 17:35,Other,131
16,1371616694066581507,17,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,APHAPHN,"RT @NACCHOalerts: Vox Chart of the Day: Covid-19’s big public health lesson: Ask people to be careful, not perfect. https://t.co/wezqo64STi",3/16/21 0:17,Bar,5
17,1353185936037838849,18,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,110,1529,79,1,ashishkjha,"Wondering whether the national COVID data is just a blip or something more substantive?

I think there is something good going on

Cases across the U.S. really are falling...and while its only been 2 weeks, it looks real

Here’s @FT graph that shows drop in new infections

Thread https://t.co/NuF6mSuSsC",1/24/21 3:40,Bar,2015
18,1364604020870893569,19,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,0,0,0,1,ashishkjha,"RT @ianbremmer: Flu vs covid deaths, compared https://t.co/2nPrk0l7g2",2/24/21 15:52,Line,506
19,1363478659177340930,20,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,5,148,9,1,ashishkjha,"Here's Sweden's cases, deaths compared to Nordic neighbors

Denmark has had a spike from B.1.1.7 (UK variant) but controlled it

Sweden, despite fabulous public health system, has had a baffling pandemic response

Leading to un-necessary suffering of the Swedish people https://t.co/bc4Q5RigYr",2/21/21 13:20,Line,205
20,1372003363391410178,21,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,1,ashishkjha,"RT @MaxCRoser: COVID deaths have increased very rapidly in Brazil in recent days.

https://t.co/mIruoTjktJ https://t.co/BYIuRz6g6x",3/17/21 1:54,Bar,211
21,1386641377849708544,22,1,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,22,1099,21,3,ashishkjha,"While the world is struggling with the pandemic, things here in the U.S. have turned decidedly better

And that's very helpful

Let's see where we are:

Infection numbers fallen below 60K/day for first time in a month

This time, I think it'll stick

Why?

Vaccines!

Thread https://t.co/QEAXYQHcvZ",4/26/21 11:20,"Bar,Line",1315
22,1384695723929882624,23,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,377,70,875,66,1,ashishkjha,"Graph of the daily cases is terrifying

Family/friends in India say its as bad as it seems

Hospitals out of oxygen

Large numbers of doctors and nurses sick with COVID

Vaccines hard to find

And no clear end in sight https://t.co/XVc4TNNecK",4/21/21 2:29,Line,1388
23,1395704070791442432,24,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,16,1011,13,1,ashishkjha,"A quick Friday pandemic update in the US

5 weeks ago, we were generating 70K infections a day

Now we're below 30K

Test positivity below 3%

What's driving all this progress?

Vaccinations clearly primary with an assist from the weather

Progress is everywhere

short thread https://t.co/D2gMkL7o0R",5/21/21 11:32,Line,1239
24,1393375494020730882,25,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,0,0,0,1,ashishkjha,"RT @EricTopol: The 1st time without a red state in the US pandemic
@CovidActNow https://t.co/Zcl800eJdG",5/15/21 1:19,Line,722
25,1419030681624137729,26,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1899,218,4359,356,2,ashishkjha,"The spread of COVID in the US

July 8 vs July 24 https://t.co/BeOAvXoSjv",7/24/21 20:24,Line,6832
26,1418029467834912774,27,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,25,350,13,1,ashishkjha,"In past 10 days, daily infections in Florida have doubled

Again

And now, number of COVID patients in hospital more than doubled as well

Instead of trying to block companies, colleges from requiring vaccinations

Florida should be trying to get more people vaccinated https://t.co/5PhhrZ3Vc4",7/22/21 2:05,Line,512
28,1447191227590496257,29,1,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,39,2520,43,3,ashishkjha,"Quick update on state of the pandemic in the US in 4 graphs

First, nationally

We have clearly turned the corner on the delta surge

Now down 40% since peak a month ago

Still at high levels of infections and deaths

But good to be heading down as we head into fall and winter https://t.co/uFKHcmz2Bg",10/10/21 13:24,"Bar,Line,Scatter",3048
30,1473346064807772164,31,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,668,2219,225,1,ashishkjha,"In latest @KFF poll of Americans

Asked if they are worried they will *personally* get seriously sick with COVID

Vaccinated people are more worried than unvaccinated people

Our messaging on the power of vaccines to protect people from serious illness has gone wrong somewhere https://t.co/hWbvOSu41h",12/21/21 17:34,Bar,3577
31,1482828705768615941,32,1,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,8,398,6,2,ashishkjha,"And deaths?

We're at about 1800 deaths per day

While about half as bad as the worst days of the pandemic last year

It is still shockingly high given that we have vaccines widely available

And nearly everyone dying now is someone unvaccinated or high risk but not boosted

5/7 https://t.co/ZYaT9D1XX8",1/16/22 21:34,"Bar,Line",496
32,1482828694498521098,33,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,40,1079,40,1,ashishkjha,"Quick update on the pandemic in US

We're averaging about 800K identified cases daily

Likely missing 75% - 80% of infections

If you do the math

At least 1 in 100 Americans getting infected every day

Everyone wants to know: when do we peak?

Here's the national picture

Thread https://t.co/gGzaDPbtTC",1/16/22 21:34,Line,1541
33,1494535378405056523,34,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,156,2417,118,1,ashishkjha,"So at first blush, looks like their different COVID strategies did not end up mattering much

But, when we look at deaths,

A different, surprising pattern emerges

Cumulatively, Florida had 33% more deaths per capita than California during Omi surge

That's a lot

Why?

3/5 https://t.co/pd1qBLDp0v",2/18/22 4:52,Line,3523
34,1490373111581134848,35,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,7,342,1,1,ashishkjha,"In fact, based on analysis from @CovidActNow 

Infections are falling in 47 states. And quickly

And in 3 states, they have plateaued

That's good

So what happens next?

Several things https://t.co/zfAsH8N0sg",2/6/22 17:13,Line,392
35,1490373099585515521,36,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,68,2748,78,2,ashishkjha,"Quick update on the state of the pandemic in the US

Nationally,

Infections are down 60%

Hospitalizations down about 30%

Deaths have largely plateaued at a very high 2500+ per day

Beneath the headlines, we see dropping infections in every part of the country https://t.co/7iipCz6LJn",2/6/22 17:13,Line,3497
36,1372132807976292355,37,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,1,BhadeliaMD,"RT @MaxCRoser: COVID deaths have increased very rapidly in Brazil in recent days.

https://t.co/mIruoTjktJ https://t.co/BYIuRz6g6x",3/17/21 10:28,Line,211
38,1405932731226152961,39,1,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,11,346,6,3,Bob_Wachter,"In past 3 days @UCSFHospitals, we've run 1479 Covid tests. 

In 1079 pts with no Covid symptoms (ie, here for surgery or procedure): 5 (0.46%) positive.
In 400 pts w/ possible Covid sxs (fever, cough, etc), zero (yes, zero) were positive. 

Vaccines work. Enjoy the freedom. (2/2) https://t.co/GlnLWz70Fq",6/18/21 16:57,"Bar,Line,Scatter",426
39,1405932728348864514,40,1,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,8,512,10,2,Bob_Wachter,"Just to show how little Covid is here in highly-vaccinated San Francisco (71% of folks &gt;age 12 fully vaccinated)... 

In this city of 875,000, 13 hospitalized Covid pts. Avg of 11 new Covid diagnoses/d. 1 death in past 2 wks.

@ucsfhospitals (Fig), 2 pts in hosp., 0 in ICU. (1/2) https://t.co/Ah3aHXJFyL",6/18/21 16:57,"Bar,Line",615
40,1419515405291311105,41,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,20,947,46,1,Bob_Wachter,"… a person near you in a SF store had asymptomatic Covid was ~1-in-1000. 

Today, it’s 2.14%! So now that asymptomatic person has a ~1-in-50 chance of being positive. (And this % may be an underestimate since our pts are older than avg, a group with a higher vax rate). (11/20) https://t.co/A6vvjFFUNf",7/26/21 4:30,Line,1207
41,1419515396474896385,42,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,78,746,24,2,Bob_Wachter,"Let's look at hospitalizations. On June 1, we had one Covid patient in our ~700-bed @UCSFHospitals (we never quite got to zero); none were in the ICU. 

Today we have 28 hospitalized pts @UCSFHospitals: 15 on the floor &amp; 13 in the ICU (7 on vents). A staggering increase. (5/20) https://t.co/kdkD5V9L15",7/26/21 4:30,"Line,Scatter",1015
43,1438111326094647305,44,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,10,178,1,1,Bob_Wachter,"Lots of graphs of Covid impact by vax rates by state. This graph from @nytimes @DLeonhardt piece on Newsom landslide https://t.co/wsse1mJxGY captures differences by county in CA. It vividly makes the case for vaccines. (Of course, vaxxed places also do other things to stay safe.) https://t.co/mg3GOWulUC",9/15/21 12:03,Bar,225
44,1438111326094647305,45,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,120,3,2,Bob_Wachter,"#UCSFMHP2021: 3 slides from @jen_babik that tell you pretty much all you need to know about use of remdesivir, steroids, and immunomodulators in hospitalized Covid patients, includes summary of evidence, NIH guidelines, and @UCSF practice. https://t.co/74P4lDcVUk",10/21/21 16:32,"Line,Scatter",145
45,1451224848173207552,46,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,365,4,1,Bob_Wachter,"Now that I’ve scared the pants off you, let’s turn to hospitalizations @UCSFHospitals. Like SF generally, it's also quite reassuring: our hospital #'s remain very low. We currently have 10 Covid patients in our hospital, as low as we’ve been for the past few months (Fig).(18/25) https://t.co/hJP3jTmXjk",12/24/21 22:59,Bar,402
46,1474515029705641986,47,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,241,1,2,Bob_Wachter,"You may have noticed the other (upper) curve on the chart (Fig shown again). Ten days ago, our SYMPTOMATIC test + rate was 3.5%. These are tests of people who sought medical attention because they had symptoms consistent with Covid. Of course, all of them were ""sure""…(16/25) https://t.co/2HYt9uFwcN",12/24/21 22:59,"Line,Scatter",263
47,1474515024496365568,48,1,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,20,605,47,2,Bob_Wachter,"And now (drumroll), over the last few days that number has been ~4.6%! (Figure; the 7-day avg, seen on the chart [2.98%], is lagging since the rate is climbing so steeply.) This implies that the chance of an asymptomatic person in SF having Covid is now nearly 1 in 20.(12/25) https://t.co/W4iRwC9zpR",12/24/21 22:59,"Bar,Line",823
48,1474515015918972933,49,1,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,76,0,3,Bob_Wachter,"…100-fold compared to an unvaxxed person (same Fig, for emphasis). 
Let’s consider a 65-year-old man w/ no additn'l risk factor. Using UK calculator https://t.co/GzN6Meygb6 (incl. vax Y/N, but built pre-Omicron), risk of 65 yo dying after case of Covid was 1-in-442 (0.2%).(7/25) https://t.co/UhlAp6llyS",1/27/22 15:41,"Bar,Line,Scatter",86
49,1486726075702939653,50,1,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,185,2,2,Bob_Wachter,"One more 7-day average that underestimates ⬇Covid (&amp; less subject to bias than case #'s):
@UCSFHospitals test pos. rates:
Symptomatic pts: 7-d avg ⬇to 44.1% (was ~50% at peak). But last 3 days: 41, 37, 35%
Asymptomatic: 7-d avg ⬇to 10.2% (peak ~12%). But last 3 days: 6, 8, 6% https://t.co/WaKFgsB1aU",1/25/22 0:17,"Bar,Line",219
50,1485768659838517248,51,1,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,157,3,2,Bob_Wachter,"@UCSFHospitals #'s are also encouraging: 44 pts in hospital (Fig L, 50-50 with/for Covid), down from 120 last month. Test positivity is also way down (R): asymptomatic now &lt;2%. If you're at high risk or very risk averse (or will come in frequent contact w/ those who are),...(2/3) https://t.co/4DpZSHJhWT",2/25/22 18:05,"Bar,Line",178
51,1497271654677770243,52,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,209,19,621,32,2,Bob_Wachter,"So we're kinda set up for a perfect storm: declining immunity for everyone, just as everyone's letting down their guard. 
While the U.S. is doing OK for the time being, the Covid case curves in Europe (Fig; h/t @EricTopol) may foretell our future. They're not great. (14/25) https://t.co/0DUz6nXyqU",3/14/22 23:18,Line,881
52,1503510881535029250,53,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,4,164,0,2,Bob_Wachter,"Also good @UCSF. 12 cases in hospital (Fig L); just 2 in ICU (mid-Jan, we had ~125 in hospital, ~30 in ICU). Overall test positive rate 2.2%; asymptomatic test pos. rate = 1.1% (Fig R). As usual, I use latter % to estimate probability that someone who feels well has Covid.(4/25) https://t.co/NF7toLRoAN",3/14/22 23:18,Infographics,180
53,1503510860660047873,54,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,2,228,1,1,Bob_Wachter,"No question that the U.S. is looking good, Covid-wise. (Of course, Ukraine could hardly be more heartbreaking.) Case-rates are⬇95% since Jan., hospitalizations⬇80%, &amp; deaths⬇50%. While case #’s are undercounts due to home testing, the trend is unmistakable &amp; reassuring. (2/25) https://t.co/JQ12MAB9q0",3/14/22 23:18,Other,246
54,1503510852325896194,55,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523,0,0,0,1,Bob_Wachter,"RT @EricTopol: Something to celebrate.
The lowest Covid death rate in over 2 years
@OurWorldInData https://t.co/nN907fMurX",4/17/22 16:43,Line,1523
55,1515732720298573824,56,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,35,684,10,2,Bob_Wachter,"Quick Covid update @UCSFHospitals – minimal⬆in hospitalizations (now 13, was ~10 two wks ago). Asymptomatic test + rate (fairly good measure of community prevalence) was 1% last mth,⬆to 2.3% last week, now back⬇to 1.3%. 
Certainly no signs of a big surge, despite hi % of BA.2. https://t.co/CNboGw0p8M",4/15/22 0:17,"Line,Scatter",821
56,1514759728307482624,57,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,245,4169,186,1,bogochisaac,"Canada is now consistently ranked #2 among G20 countries for the rate of #COVID19 vaccines administered.🇨🇦

The job is far from finished but we are moving quickly in the right direction.

(# of vaccines administered daily, per 100 people, 7 day average)

https://t.co/Mr3UsZimQq https://t.co/jMyZp521nC",4/24/21 13:19,Line,5618
58,1385404817883926529,59,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,212,7,1,bogochisaac,"Also, some promising evidence of vaccine equity in action. 

There is high uptake of #COVID19 vaccines in highly-impacted communities, largely due to: 

1) Priority allocation

2) Meaningful local outreach &amp; community engagement by public health and community-based organizations https://t.co/cVUmPltNpf",5/20/21 17:31,Line,260
59,1395432008466190341,60,1,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,23,331,1,2,bogochisaac,"Steady positive progress in Ontario on the #COVID19 front- fewer daily cases, slowly decompressing hospitals &amp; a greater pace of vaccination.

Let's hope the pace of re-opening is proportionately aligned to the slow (but real) improvements.

https://t.co/b3Z8A4tnJn by @tvo staff. https://t.co/JduvSac2Zp",5/20/21 17:01,"Bar,Line",396
60,1395424365320232962,61,1,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,50,959,14,3,bogochisaac,"1/ With #COVID19 vaccination rates way up &amp; new cases falling quickly it's safe to say we are well on our way out of the pandemic in Canada (but not there yet). 🇨🇦

A combo of public health measures &amp; ongoing mass vaccine rollout should take us the final mile(s)... https://t.co/8QHngltRwV",5/20/21 11:14,"Bar,Line",1168
61,1395337005660360705,62,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,72,1,1,bogochisaac,"#COVID19 is significantly under-reported in many low-income countries.

This well conducted Zambian study helps quantify under-reporting &amp; estimates 454,708 true infections from 4917 laboratory-confirmed cases in the six districts sampled.

Link: https://t.co/Xlf0G38pOZ https://t.co/ON6jZwyGdL",5/19/21 16:55,Scatter,100
62,1395060625232039938,63,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,16,236,2,1,bogochisaac,"Molnupiravir is an oral antiviral treatment for mild/moderate #COVID19 under investigation.

This Phase 2 trial (preprint) demonstrates those who took molnupiravir had a shorter time to viral RNA clearance vs placebo.

Very promising.

Link: https://t.co/nIAcFihdaz by @WFischerII https://t.co/gg4xAe1VBI",6/18/21 16:58,Line,285
63,1405933031945351178,64,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,508,102,2002,95,1,bogochisaac,"Significant immune response (antibody &amp; T cell) in those who received a 1st dose of AstraZenca's #COVID19 vaccine followed by an mRNA vaccine for dose 2.

Data from Germany, recently published in @NatureMedicine 👇

(Many Canadian's took this approach. Solid plan...thanks, NACI.) https://t.co/4L0VptQjwL",7/26/21 14:30,Infographics,2707
64,1419666455679934469,65,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,120,1499,89,1,bogochisaac,"1. ~80% of eligible Canadians have received a 1st dose of a #COVID19 vaccine &amp; 2nd doses coming in fast. Nice!

2. This still leaves millions unvaccinated.

3. Delta (&amp; all COVID) is +++ contagious, so no surprises when non-vax people get infected as measures lift (eg Europe).
👇 https://t.co/Lx8TKH6MG4",7/18/21 15:32,Other,2067
65,1416782930358247428,66,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,38,918,32,1,bogochisaac,"Look at the risk of adverse events following vaccination (blue) versus #COVID19 infection (gold).

Myocarditis, pericarditis, blood clots, intracranial bleeding, etc are all substantially more common following infection versus vaccination.

From @NEJM: https://t.co/hQEtYXZG8h https://t.co/Ot3ezAVErV",8/26/21 0:32,Scatter,1284
66,1430689620438753292,67,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,57,1370,43,1,bogochisaac,"#COVID19 vaccine effectiveness continue to hold up strong against hospitalization (91.9% - 95.3%), even in the context of Delta variant. 

(This is impressive real-world data from New York).

Study: https://t.co/e0EOgKeMqw

Hospitalization of unvaccinated VS vax'd, from CNBC 👇 https://t.co/Gfw23OPmcX",8/25/21 11:16,Line,1918
